komnr,gardsnr,bruksnr,festenr,bruksnavn,jordbruksareal,annetareal,skogareal,fulldyrket,overflatedyrket,innmarksbeite,koordsys,nord,ost
1103,234,1,0,ULLENES,124,85,135,29,13,82,22,6555548,315673
1103,234,4,0,NEDREBØ,18,15,3,8,2,8,22,6556255,315475
1103,234,11,0,NYLUND,0,1,3,0,0,0,22,6555542,315513
1103,235,1,0,HEGLAND,340,18,22,98,24,218,22,6553853,314869
1103,235,4,0,HEGLAND,136,274,1,51,11,74,22,6553604,314819
1103,235,9,0,SOLBAK,9,1,0,8,0,1,22,6554184,314719
1103,235,10,0,LINDANGER,0,3,0,0,0,0,22,6554667,314870
1103,235,21,0,LUNDETUN,0,0,0,0,0,0,22,6554480,314823
1103,235,73,0,,0,1,0,0,0,0,22,0,0
1103,236,1,0,ASKE,48,119,37,18,8,22,22,6553265,314577
1103,236,2,0,NYGÅRD,47,99,68,22,6,19,22,6552972,314514
1103,236,3,0,ASKE,71,79,103,37,11,23,22,6553316,314408
1103,236,4,0,ASKE,52,62,97,19,10,23,22,6553246,314458
1103,236,5,0,ASKE,45,239,2,23,4,18,22,6553322,314646
1103,236,6,0,ASKE,122,243,29,36,0,86,22,6553391,314749
1103,236,8,0,ASKLUND,53,0,3,11,28,14,22,6553183,314792
1103,237,1,0,HODNE,1061,199,470,286,15,760,22,6552994,314261
1103,238,1,0,GANGENES,162,39,7,71,9,82,22,6553422,315447
